"first_name","last_name","amount","case"
"Carmen","Owens","0.99","0.1287"
"Carmen","Owens","6.99","0.9087"
"Rosa","Reynolds","5.99","0.7787"
"Rosa","Reynolds","2.99","0.3887"
"Rosa","Reynolds","7.99","1.0387"
"Rosa","Reynolds","4.99","0.6487"
"Rosa","Reynolds","3.99","0.5187"
"Rosa","Reynolds","8.99","1.1687"
"Rosa","Reynolds","2.99","0.3887"
"Rosa","Reynolds","5.99","0.7787"
"Rosa","Reynolds","0.99","0.1287"
"Rosa","Reynolds","4.99","0.6487"
"Rosa","Reynolds","0.99","0.1287"
"Rosa","Reynolds","8.99","1.1687"
"Rosa","Reynolds","2.99","0.3887"
"Cindy","Fisher","0.99","0.1287"
"Cindy","Fisher","1.99","0.2587"
"Cindy","Fisher","7.99","1.0387"
"Cindy","Fisher","5.99","0.7787"
"Cindy","Fisher","5.99","0.7787"
"Cindy","Fisher","3.99","0.5187"
"Cindy","Fisher","2.99","0.3887"
"Cindy","Fisher","1.99","0.2587"
"Cindy","Fisher","2.99","0.3887"
"Grace","Ellis","4.99","0.6487"
"Grace","Ellis","0.99","0.1287"
"Grace","Ellis","6.99","0.9087"
"Grace","Ellis","6.99","0.9087"
"Grace","Ellis","5.99","0.7787"
"Grace","Ellis","4.99","0.6487"
"Grace","Ellis","0.99","0.1287"
"Grace","Ellis","2.99","0.3887"
"Grace","Ellis","3.99","0.5187"
"Grace","Ellis","0.99","0.1287"
"Wendy","Harrison","4.99","0.6487"
"Wendy","Harrison","2.99","0.3887"
"Wendy","Harrison","0.99","0.1287"
"Wendy","Harrison","2.99","0.3887"
"Wendy","Harrison","0.99","0.1287"
"Wendy","Harrison","0.99","0.1287"
"Wendy","Harrison","6.99","0.9087"
"Wendy","Harrison","0.99","0.1287"
"Victoria","Gibson","1.99","0.2587"
"Victoria","Gibson","1.99","0.2587"
"Victoria","Gibson","4.99","0.6487"
"Victoria","Gibson","2.99","0.3887"
"Victoria","Gibson","7.99","1.0387"
"Victoria","Gibson","0.99","0.1287"
"Victoria","Gibson","0.99","0.1287"
"Victoria","Gibson","6.99","0.9087"
"Victoria","Gibson","11.99","1.5587"
"Victoria","Gibson","2.99","0.3887"
"Edith","Mcdonald","2.99","0.3887"
"Edith","Mcdonald","4.99","0.6487"
"Edith","Mcdonald","3.99","0.5187"
"Edith","Mcdonald","2.99","0.3887"
"Edith","Mcdonald","2.99","0.3887"
"Edith","Mcdonald","6.99","0.9087"
"Edith","Mcdonald","4.99","0.6487"
"Edith","Mcdonald","0.99","0.1287"
"Edith","Mcdonald","2.99","0.3887"
"Edith","Mcdonald","2.99","0.3887"
"Kim","Cruz","2.99","0.3887"
"Kim","Cruz","6.99","0.9087"
"Kim","Cruz","5.99","0.7787"
"Kim","Cruz","7.99","1.0387"
"Kim","Cruz","2.99","0.3887"
"Kim","Cruz","0.99","0.1287"
"Sherry","Marshall","3.99","0.5187"
"Sherry","Marshall","2.99","0.3887"
"Sherry","Marshall","4.99","0.6487"
"Sherry","Marshall","2.99","0.3887"
"Sherry","Marshall","5.99","0.7787"
"Sherry","Marshall","2.99","0.3887"
"Sherry","Marshall","3.99","0.5187"
"Sherry","Marshall","6.99","0.9087"
"Sherry","Marshall","4.99","0.6487"
"Sherry","Marshall","3.99","0.5187"
"Sherry","Marshall","2.99","0.3887"
"Sherry","Marshall","6.99","0.9087"
"Sherry","Marshall","0.99","0.1287"
"Sherry","Marshall","4.99","0.6487"
"Sherry","Marshall","3.99","0.5187"
"Sherry","Marshall","6.99","0.9087"
"Sherry","Marshall","2.99","0.3887"
"Sherry","Marshall","3.99","0.5187"
"Sylvia","Ortiz","4.99","0.6487"
"Sylvia","Ortiz","3.99","0.5187"
"Sylvia","Ortiz","0.99","0.1287"
"Sylvia","Ortiz","2.99","0.3887"
"Sylvia","Ortiz","7.99","1.0387"
"Sylvia","Ortiz","2.99","0.3887"
"Sylvia","Ortiz","4.99","0.6487"
"Sylvia","Ortiz","4.99","0.6487"
"Sylvia","Ortiz","9.99","1.2987"
"Sylvia","Ortiz","6.99","0.9087"
"Josephine","Gomez","5.99","0.7787"
"Josephine","Gomez","8.99","1.1687"
"Josephine","Gomez","1.99","0.2587"
"Josephine","Gomez","3.99","0.5187"
"Josephine","Gomez","1.99","0.2587"
"Josephine","Gomez","5.99","0.7787"
"Josephine","Gomez","0.99","0.1287"
"Josephine","Gomez","7.99","1.0387"
"Josephine","Gomez","4.99","0.6487"
"Josephine","Gomez","9.99","1.2987"
"Josephine","Gomez","2.99","0.3887"
"Josephine","Gomez","7.99","1.0387"
"Josephine","Gomez","0.99","0.1287"
"Josephine","Gomez","2.99","0.3887"
"Thelma","Murray","1.99","0.2587"
"Thelma","Murray","3.99","0.5187"
"Thelma","Murray","2.99","0.3887"
"Thelma","Murray","4.99","0.6487"
"Thelma","Murray","4.99","0.6487"
"Thelma","Murray","2.99","0.3887"
"Thelma","Murray","4.99","0.6487"
"Thelma","Murray","5.99","0.7787"
"Shannon","Freeman","8.99","1.1687"
"Shannon","Freeman","2.99","0.3887"
"Shannon","Freeman","3.99","0.5187"
"Shannon","Freeman","2.99","0.3887"
"Shannon","Freeman","7.99","1.0387"
"Shannon","Freeman","4.99","0.6487"
"Shannon","Freeman","1.99","0.2587"
"Shannon","Freeman","2.99","0.3887"
"Sheila","Wells","5.99","0.7787"
"Sheila","Wells","4.99","0.6487"
"Sheila","Wells","0.99","0.1287"
"Sheila","Wells","4.99","0.6487"
"Sheila","Wells","0.99","0.1287"
"Ethel","Webb","2.99","0.3887"
"Ethel","Webb","2.99","0.3887"
"Ethel","Webb","7.99","1.0387"
"Ethel","Webb","4.99","0.6487"
"Ethel","Webb","4.99","0.6487"
"Ethel","Webb","0.99","0.1287"
"Ethel","Webb","4.99","0.6487"
"Ethel","Webb","2.99","0.3887"
"Ethel","Webb","6.99","0.9087"
"Ethel","Webb","2.99","0.3887"
"Ethel","Webb","2.99","0.3887"
"Ellen","Simpson","9.99","1.2987"
"Ellen","Simpson","4.99","0.6487"
"Ellen","Simpson","3.99","0.5187"
"Ellen","Simpson","0.99","0.1287"
"Ellen","Simpson","2.99","0.3887"
"Ellen","Simpson","7.99","1.0387"
"Ellen","Simpson","0.99","0.1287"
"Ellen","Simpson","2.99","0.3887"
"Ellen","Simpson","2.99","0.3887"
"Ellen","Simpson","4.99","0.6487"
"Ellen","Simpson","7.99","1.0387"
"Elaine","Stevens","10.99","1.4287"
"Elaine","Stevens","7.99","1.0387"
"Elaine","Stevens","0.99","0.1287"
"Elaine","Stevens","4.99","0.6487"
"Elaine","Stevens","2.99","0.3887"
"Elaine","Stevens","4.99","0.6487"
"Elaine","Stevens","2.99","0.3887"
"Elaine","Stevens","2.99","0.3887"
"Elaine","Stevens","2.99","0.3887"
"Elaine","Stevens","5.99","0.7787"
"Elaine","Stevens","5.99","0.7787"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","0.99","0.1287"
"Marjorie","Tucker","0.99","0.1287"
"Marjorie","Tucker","5.99","0.7787"
"Marjorie","Tucker","0.99","0.1287"
"Marjorie","Tucker","2.99","0.3887"
"Marjorie","Tucker","0.99","0.1287"
"Marjorie","Tucker","8.99","1.1687"
"Marjorie","Tucker","3.99","0.5187"
"Marjorie","Tucker","8.99","1.1687"
"Carrie","Porter","2.99","0.3887"
"Carrie","Porter","0.99","0.1287"
"Carrie","Porter","2.99","0.3887"
"Carrie","Porter","2.99","0.3887"
"Carrie","Porter","4.99","0.6487"
"Carrie","Porter","3.99","0.5187"
"Carrie","Porter","4.99","0.6487"
"Carrie","Porter","10.99","1.4287"
"Carrie","Porter","4.99","0.6487"
"Carrie","Porter","4.99","0.6487"
"Carrie","Porter","0.99","0.1287"
"Carrie","Porter","0.99","0.1287"
"Carrie","Porter","1.99","0.2587"
"Charlotte","Hunter","2.99","0.3887"
"Charlotte","Hunter","5.99","0.7787"
"Charlotte","Hunter","2.99","0.3887"
"Charlotte","Hunter","2.99","0.3887"
"Charlotte","Hunter","6.99","0.9087"
"Charlotte","Hunter","0.99","0.1287"
"Charlotte","Hunter","5.99","0.7787"
"Charlotte","Hunter","4.99","0.6487"
"Monica","Hicks","4.99","0.6487"
"Monica","Hicks","1.99","0.2587"
"Monica","Hicks","0.99","0.1287"
"Monica","Hicks","2.99","0.3887"
"Monica","Hicks","0.99","0.1287"
"Monica","Hicks","0.99","0.1287"
"Monica","Hicks","9.99","1.2987"
"Monica","Hicks","6.99","0.9087"
"Monica","Hicks","7.99","1.0387"
"Monica","Hicks","2.99","0.3887"
"Monica","Hicks","0.99","0.1287"
"Monica","Hicks","2.99","0.3887"
"Monica","Hicks","2.99","0.3887"
"Esther","Crawford","4.99","0.6487"
"Esther","Crawford","6.99","0.9087"
"Esther","Crawford","3.99","0.5187"
"Esther","Crawford","6.99","0.9087"
"Esther","Crawford","0.99","0.1287"
"Esther","Crawford","0.99","0.1287"
"Esther","Crawford","0.99","0.1287"
"Esther","Crawford","4.99","0.6487"
"Pauline","Henry","0.99","0.1287"
"Pauline","Henry","4.99","0.6487"
"Pauline","Henry","4.99","0.6487"
"Pauline","Henry","2.99","0.3887"
"Pauline","Henry","1.99","0.2587"
"Pauline","Henry","2.99","0.3887"
"Pauline","Henry","0.99","0.1287"
"Pauline","Henry","6.99","0.9087"
"Emma","Boyd","6.99","0.9087"
"Emma","Boyd","3.99","0.5187"
"Emma","Boyd","4.99","0.6487"
"Emma","Boyd","4.99","0.6487"
"Emma","Boyd","7.99","1.0387"
"Emma","Boyd","2.99","0.3887"
"Emma","Boyd","2.99","0.3887"
"Emma","Boyd","2.99","0.3887"
"Emma","Boyd","2.99","0.3887"
"Juanita","Mason","0.99","0.1287"
"Juanita","Mason","2.99","0.3887"
"Juanita","Mason","3.99","0.5187"
"Juanita","Mason","5.99","0.7787"
"Juanita","Mason","7.99","1.0387"
"Juanita","Mason","2.99","0.3887"
"Juanita","Mason","0.99","0.1287"
"Juanita","Mason","0.99","0.1287"
"Juanita","Mason","5.99","0.7787"
"Juanita","Mason","2.99","0.3887"
"Anita","Morales","10.99","1.4287"
"Anita","Morales","5.99","0.7787"
"Anita","Morales","0.99","0.1287"
"Anita","Morales","4.99","0.6487"
"Anita","Morales","0.99","0.1287"
"Anita","Morales","2.99","0.3887"
"Anita","Morales","4.99","0.6487"
"Rhonda","Kennedy","4.99","0.6487"
"Rhonda","Kennedy","5.99","0.7787"
"Rhonda","Kennedy","4.99","0.6487"
"Rhonda","Kennedy","3.99","0.5187"
"Rhonda","Kennedy","3.99","0.5187"
"Rhonda","Kennedy","2.99","0.3887"
"Rhonda","Kennedy","0.99","0.1287"
"Rhonda","Kennedy","5.99","0.7787"
"Rhonda","Kennedy","5.99","0.7787"
"Rhonda","Kennedy","7.99","1.0387"
"Rhonda","Kennedy","7.99","1.0387"
"Rhonda","Kennedy","0.99","0.1287"
"Rhonda","Kennedy","2.99","0.3887"
"Rhonda","Kennedy","4.99","0.6487"
"Rhonda","Kennedy","9.99","1.2987"
"Hazel","Warren","3.99","0.5187"
"Hazel","Warren","5.99","0.7787"
"Hazel","Warren","4.99","0.6487"
"Hazel","Warren","0.99","0.1287"
"Hazel","Warren","0.99","0.1287"
"Hazel","Warren","2.99","0.3887"
"Hazel","Warren","2.99","0.3887"
"Hazel","Warren","1.99","0.2587"
"Hazel","Warren","4.99","0.6487"
"Hazel","Warren","4.99","0.6487"
"Hazel","Warren","4.99","0.6487"
"Hazel","Warren","2.99","0.3887"
"Hazel","Warren","0.99","0.1287"
"Amber","Dixon","2.99","0.3887"
"Amber","Dixon","6.99","0.9087"
"Amber","Dixon","3.99","0.5187"
"Amber","Dixon","5.99","0.7787"
"Amber","Dixon","2.99","0.3887"
"Amber","Dixon","2.99","0.3887"
"Amber","Dixon","2.99","0.3887"
"Amber","Dixon","2.99","0.3887"
"Amber","Dixon","9.99","1.2987"
"Amber","Dixon","3.99","0.5187"
"Amber","Dixon","0.99","0.1287"
"Eva","Ramos","6.99","0.9087"
"Eva","Ramos","3.99","0.5187"
"Eva","Ramos","4.99","0.6487"
"Eva","Ramos","4.99","0.6487"
"Eva","Ramos","10.99","1.4287"
"Eva","Ramos","2.99","0.3887"
"Eva","Ramos","2.99","0.3887"
"Debbie","Reyes","3.99","0.5187"
"Debbie","Reyes","1.99","0.2587"
"Debbie","Reyes","4.99","0.6487"
"Debbie","Reyes","2.99","0.3887"
"Debbie","Reyes","5.99","0.7787"
"Debbie","Reyes","5.99","0.7787"
"Debbie","Reyes","2.99","0.3887"
"Debbie","Reyes","3.99","0.5187"
"Debbie","Reyes","2.99","0.3887"
"Debbie","Reyes","0.99","0.1287"
"Debbie","Reyes","2.99","0.3887"
"Debbie","Reyes","4.99","0.6487"
"Debbie","Reyes","7.99","1.0387"
"Debbie","Reyes","2.99","0.3887"
"Debbie","Reyes","4.99","0.6487"
"Debbie","Reyes","0.99","0.1287"
"Debbie","Reyes","2.99","0.3887"
"April","Burns","5.99","0.7787"
"April","Burns","5.99","0.7787"
"April","Burns","0.99","0.1287"
"April","Burns","0.99","0.1287"
"April","Burns","0.99","0.1287"
"April","Burns","0.99","0.1287"
"April","Burns","4.99","0.6487"
"April","Burns","0.99","0.1287"
"April","Burns","2.99","0.3887"
"April","Burns","1.99","0.2587"
"Leslie","Gordon","6.99","0.9087"
"Leslie","Gordon","6.99","0.9087"
"Leslie","Gordon","2.99","0.3887"
"Leslie","Gordon","4.99","0.6487"
"Leslie","Gordon","5.99","0.7787"
"Leslie","Gordon","4.99","0.6487"
"Clara","Shaw","0.99","0.1287"
"Clara","Shaw","4.99","0.6487"
"Clara","Shaw","5.99","0.7787"
"Clara","Shaw","4.99","0.6487"
"Clara","Shaw","2.99","0.3887"
"Clara","Shaw","6.99","0.9087"
"Clara","Shaw","7.99","1.0387"
"Clara","Shaw","4.99","0.6487"
"Clara","Shaw","2.99","0.3887"
"Clara","Shaw","2.99","0.3887"
"Clara","Shaw","3.99","0.5187"
"Clara","Shaw","6.99","0.9087"
"Clara","Shaw","2.99","0.3887"
"Clara","Shaw","2.99","0.3887"
"Clara","Shaw","1.99","0.2587"
"Clara","Shaw","7.99","1.0387"
"Lucille","Holmes","4.99","0.6487"
"Lucille","Holmes","5.99","0.7787"
"Lucille","Holmes","2.99","0.3887"
"Lucille","Holmes","2.99","0.3887"
"Lucille","Holmes","2.99","0.3887"
"Lucille","Holmes","7.99","1.0387"
"Lucille","Holmes","3.99","0.5187"
"Lucille","Holmes","0.99","0.1287"
"Lucille","Holmes","5.99","0.7787"
"Lucille","Holmes","6.99","0.9087"
"Jamie","Rice","7.99","1.0387"
"Jamie","Rice","2.99","0.3887"
"Jamie","Rice","0.99","0.1287"
"Jamie","Rice","5.99","0.7787"
"Jamie","Rice","4.99","0.6487"
"Jamie","Rice","4.99","0.6487"
"Jamie","Rice","7.99","1.0387"
"Jamie","Rice","2.99","0.3887"
"Jamie","Rice","4.99","0.6487"
"Jamie","Rice","4.99","0.6487"
"Jamie","Rice","4.99","0.6487"
"Jamie","Rice","2.99","0.3887"
"Jamie","Rice","6.99","0.9087"
"Joanne","Robertson","7.99","1.0387"
"Joanne","Robertson","8.99","1.1687"
"Joanne","Robertson","4.99","0.6487"
"Joanne","Robertson","4.99","0.6487"
"Joanne","Robertson","4.99","0.6487"
"Joanne","Robertson","3.99","0.5187"
"Joanne","Robertson","4.99","0.6487"
"Joanne","Robertson","0.99","0.1287"
"Joanne","Robertson","0.99","0.1287"
"Joanne","Robertson","4.99","0.6487"
"Joanne","Robertson","2.99","0.3887"
"Joanne","Robertson","4.99","0.6487"
"Joanne","Robertson","4.99","0.6487"
"Joanne","Robertson","8.99","1.1687"
"Joanne","Robertson","6.99","0.9087"
"Eleanor","Hunt","6.99","0.9087"
"Eleanor","Hunt","10.99","1.4287"
"Eleanor","Hunt","2.99","0.3887"
"Eleanor","Hunt","0.99","0.1287"
"Eleanor","Hunt","3.99","0.5187"
"Eleanor","Hunt","6.99","0.9087"
"Eleanor","Hunt","6.99","0.9087"
"Eleanor","Hunt","0.99","0.1287"
"Eleanor","Hunt","4.99","0.6487"
"Eleanor","Hunt","6.99","0.9087"
"Eleanor","Hunt","2.99","0.3887"
"Eleanor","Hunt","0.99","0.1287"
"Eleanor","Hunt","5.99","0.7787"
"Eleanor","Hunt","2.99","0.3887"
"Eleanor","Hunt","4.99","0.6487"
"Eleanor","Hunt","8.99","1.1687"
"Eleanor","Hunt","3.99","0.5187"
"Eleanor","Hunt","3.99","0.5187"
"Valerie","Black","7.99","1.0387"
"Valerie","Black","0.99","0.1287"
"Valerie","Black","2.99","0.3887"
"Valerie","Black","4.99","0.6487"
"Valerie","Black","3.99","0.5187"
"Valerie","Black","4.99","0.6487"
"Valerie","Black","2.99","0.3887"
"Danielle","Daniels","2.99","0.3887"
"Danielle","Daniels","2.99","0.3887"
"Danielle","Daniels","6.99","0.9087"
"Danielle","Daniels","6.99","0.9087"
"Danielle","Daniels","2.99","0.3887"
"Danielle","Daniels","2.99","0.3887"
"Danielle","Daniels","1.99","0.2587"
"Danielle","Daniels","0.99","0.1287"
"Danielle","Daniels","6.99","0.9087"
"Danielle","Daniels","8.99","1.1687"
"Danielle","Daniels","2.99","0.3887"
"Danielle","Daniels","5.99","0.7787"
"Danielle","Daniels","0.99","0.1287"
"Danielle","Daniels","2.99","0.3887"
"Danielle","Daniels","9.99","1.2987"
"Danielle","Daniels","0.99","0.1287"
"Megan","Palmer","4.99","0.6487"
"Megan","Palmer","2.99","0.3887"
"Megan","Palmer","2.99","0.3887"
"Megan","Palmer","0.99","0.1287"
"Megan","Palmer","5.99","0.7787"
"Megan","Palmer","4.99","0.6487"
"Megan","Palmer","3.99","0.5187"
"Megan","Palmer","4.99","0.6487"
"Megan","Palmer","2.99","0.3887"
"Megan","Palmer","2.99","0.3887"
"Alicia","Mills","6.99","0.9087"
"Alicia","Mills","6.99","0.9087"
"Alicia","Mills","0.99","0.1287"
"Alicia","Mills","2.99","0.3887"
"Alicia","Mills","4.99","0.6487"
"Alicia","Mills","1.99","0.2587"
"Alicia","Mills","4.99","0.6487"
"Alicia","Mills","0.99","0.1287"
"Alicia","Mills","0.99","0.1287"
"Alicia","Mills","0.99","0.1287"
"Alicia","Mills","4.99","0.6487"
"Suzanne","Nichols","4.99","0.6487"
"Suzanne","Nichols","1.99","0.2587"
"Suzanne","Nichols","3.99","0.5187"
"Suzanne","Nichols","4.99","0.6487"
"Suzanne","Nichols","4.99","0.6487"
"Suzanne","Nichols","4.99","0.6487"
"Suzanne","Nichols","4.99","0.6487"
"Suzanne","Nichols","0.99","0.1287"
"Suzanne","Nichols","7.99","1.0387"
"Suzanne","Nichols","1.99","0.2587"
"Michele","Grant","6.99","0.9087"
"Michele","Grant","4.99","0.6487"
"Michele","Grant","5.99","0.7787"
"Michele","Grant","0.99","0.1287"
"Michele","Grant","4.99","0.6487"
"Michele","Grant","2.99","0.3887"
"Michele","Grant","7.99","1.0387"
"Michele","Grant","6.99","0.9087"
"Michele","Grant","0.99","0.1287"
"Michele","Grant","2.99","0.3887"
"Gail","Knight","4.99","0.6487"
"Gail","Knight","5.99","0.7787"
"Gail","Knight","8.99","1.1687"
"Gail","Knight","2.99","0.3887"
"Gail","Knight","2.99","0.3887"
"Gail","Knight","0.99","0.1287"
"Gail","Knight","0.99","0.1287"
"Bertha","Ferguson","6.99","0.9087"
"Bertha","Ferguson","2.99","0.3887"
"Bertha","Ferguson","5.99","0.7787"
"Bertha","Ferguson","0.99","0.1287"
"Bertha","Ferguson","2.99","0.3887"
"Bertha","Ferguson","2.99","0.3887"
"Bertha","Ferguson","1.99","0.2587"
"Bertha","Ferguson","4.99","0.6487"
"Bertha","Ferguson","0.99","0.1287"
"Bertha","Ferguson","6.99","0.9087"
"Darlene","Rose","4.99","0.6487"
"Darlene","Rose","4.99","0.6487"
"Darlene","Rose","5.99","0.7787"
"Darlene","Rose","6.99","0.9087"
"Darlene","Rose","0.99","0.1287"
"Darlene","Rose","4.99","0.6487"
"Darlene","Rose","4.99","0.6487"
"Darlene","Rose","6.99","0.9087"
"Darlene","Rose","2.99","0.3887"
"Darlene","Rose","4.99","0.6487"
"Veronica","Stone","4.99","0.6487"
"Veronica","Stone","6.99","0.9087"
"Veronica","Stone","0.99","0.1287"
"Veronica","Stone","2.99","0.3887"
"Veronica","Stone","1.99","0.2587"
"Veronica","Stone","5.99","0.7787"
"Veronica","Stone","1.99","0.2587"
"Veronica","Stone","2.99","0.3887"
"Veronica","Stone","2.99","0.3887"
"Veronica","Stone","0.99","0.1287"
"Veronica","Stone","2.99","0.3887"
"Veronica","Stone","5.99","0.7787"
"Veronica","Stone","5.99","0.7787"
"Jill","Hawkins","4.99","0.6487"
"Jill","Hawkins","1.99","0.2587"
"Jill","Hawkins","0.99","0.1287"
"Jill","Hawkins","8.99","1.1687"
"Jill","Hawkins","0.99","0.1287"
"Erin","Dunn","2.99","0.3887"
"Erin","Dunn","0.99","0.1287"
"Erin","Dunn","4.99","0.6487"
"Erin","Dunn","5.99","0.7787"
"Erin","Dunn","2.99","0.3887"
"Erin","Dunn","2.99","0.3887"
"Erin","Dunn","7.99","1.0387"
"Erin","Dunn","2.99","0.3887"
"Erin","Dunn","7.99","1.0387"
"Erin","Dunn","6.99","0.9087"
"Erin","Dunn","4.99","0.6487"
"Erin","Dunn","2.99","0.3887"
"Erin","Dunn","2.99","0.3887"
"Erin","Dunn","4.99","0.6487"
"Erin","Dunn","3.99","0.5187"
"Geraldine","Perkins","5.99","0.7787"
"Geraldine","Perkins","0.99","0.1287"
"Geraldine","Perkins","2.99","0.3887"
"Geraldine","Perkins","6.99","0.9087"
"Geraldine","Perkins","0.99","0.1287"
"Geraldine","Perkins","2.99","0.3887"
"Geraldine","Perkins","0.99","0.1287"
"Geraldine","Perkins","7.99","1.0387"
"Geraldine","Perkins","0.99","0.1287"
"Geraldine","Perkins","5.99","0.7787"
"Geraldine","Perkins","2.99","0.3887"
"Geraldine","Perkins","5.99","0.7787"
"Lauren","Hudson","0.99","0.1287"
"Lauren","Hudson","4.99","0.6487"
"Lauren","Hudson","1.99","0.2587"
"Lauren","Hudson","4.99","0.6487"
"Cathy","Spencer","0.99","0.1287"
"Cathy","Spencer","2.99","0.3887"
"Cathy","Spencer","4.99","0.6487"
"Cathy","Spencer","2.99","0.3887"
"Cathy","Spencer","2.99","0.3887"
"Cathy","Spencer","7.99","1.0387"
"Cathy","Spencer","4.99","0.6487"
"Cathy","Spencer","5.99","0.7787"
"Cathy","Spencer","8.99","1.1687"
"Cathy","Spencer","0.99","0.1287"
"Joann","Gardner","2.99","0.3887"
"Joann","Gardner","5.99","0.7787"
"Lorraine","Stephens","4.99","0.6487"
"Lorraine","Stephens","2.99","0.3887"
"Lorraine","Stephens","4.99","0.6487"
"Lorraine","Stephens","1.99","0.2587"
"Lorraine","Stephens","3.99","0.5187"
"Lorraine","Stephens","5.99","0.7787"
"Lynn","Payne","7.99","1.0387"
"Lynn","Payne","4.99","0.6487"
"Lynn","Payne","4.99","0.6487"
"Lynn","Payne","4.99","0.6487"
"Lynn","Payne","7.99","1.0387"
"Lynn","Payne","5.99","0.7787"
"Lynn","Payne","2.99","0.3887"
"Lynn","Payne","5.99","0.7787"
"Lynn","Payne","2.99","0.3887"
"Lynn","Payne","1.99","0.2587"
"Sally","Pierce","3.99","0.5187"
"Sally","Pierce","4.99","0.6487"
"Sally","Pierce","4.99","0.6487"
"Sally","Pierce","4.99","0.6487"
"Sally","Pierce","6.99","0.9087"
"Sally","Pierce","1.99","0.2587"
"Sally","Pierce","3.99","0.5187"
"Sally","Pierce","0.99","0.1287"
"Sally","Pierce","0.99","0.1287"
"Sally","Pierce","4.99","0.6487"
"Sally","Pierce","4.99","0.6487"
"Regina","Berry","0.99","0.1287"
"Regina","Berry","0.99","0.1287"
"Regina","Berry","10.99","1.4287"
"Regina","Berry","1.99","0.2587"
"Regina","Berry","6.99","0.9087"
"Regina","Berry","2.99","0.3887"
"Regina","Berry","8.99","1.1687"
"Regina","Berry","4.99","0.6487"
"Regina","Berry","0.99","0.1287"
"Regina","Berry","2.99","0.3887"
"Regina","Berry","3.99","0.5187"
"Regina","Berry","2.99","0.3887"
"Regina","Berry","2.99","0.3887"
"Erica","Matthews","5.99","0.7787"
"Erica","Matthews","5.99","0.7787"
"Erica","Matthews","2.99","0.3887"
"Erica","Matthews","1.99","0.2587"
"Erica","Matthews","0.99","0.1287"
"Erica","Matthews","4.99","0.6487"
"Erica","Matthews","0.99","0.1287"
"Erica","Matthews","4.99","0.6487"
"Beatrice","Arnold","5.99","0.7787"
"Beatrice","Arnold","0.99","0.1287"
"Beatrice","Arnold","3.99","0.5187"
"Beatrice","Arnold","3.99","0.5187"
"Beatrice","Arnold","0.99","0.1287"
"Beatrice","Arnold","6.99","0.9087"
"Beatrice","Arnold","8.99","1.1687"
"Beatrice","Arnold","2.99","0.3887"
"Beatrice","Arnold","7.99","1.0387"
"Dolores","Wagner","4.99","0.6487"
"Dolores","Wagner","4.99","0.6487"
"Dolores","Wagner","5.99","0.7787"
"Dolores","Wagner","6.99","0.9087"
"Dolores","Wagner","0.99","0.1287"
"Dolores","Wagner","0.99","0.1287"
"Dolores","Wagner","1.99","0.2587"
"Dolores","Wagner","9.99","1.2987"
"Dolores","Wagner","0.99","0.1287"
"Bernice","Willis","3.99","0.5187"
"Bernice","Willis","0.99","0.1287"
"Bernice","Willis","6.99","0.9087"
"Bernice","Willis","4.99","0.6487"
"Bernice","Willis","8.99","1.1687"
"Bernice","Willis","5.99","0.7787"
"Bernice","Willis","4.99","0.6487"
"Bernice","Willis","0.99","0.1287"
"Bernice","Willis","4.99","0.6487"
"Bernice","Willis","4.99","0.6487"
"Bernice","Willis","2.99","0.3887"
"Bernice","Willis","3.99","0.5187"
"Bernice","Willis","3.99","0.5187"
"Audrey","Ray","5.99","0.7787"
"Audrey","Ray","2.99","0.3887"
"Audrey","Ray","6.99","0.9087"
"Audrey","Ray","4.99","0.6487"
"Audrey","Ray","2.99","0.3887"
"Audrey","Ray","0.99","0.1287"
"Audrey","Ray","8.99","1.1687"
"Audrey","Ray","2.99","0.3887"
"Yvonne","Watkins","2.99","0.3887"
"Yvonne","Watkins","4.99","0.6487"
"Yvonne","Watkins","8.99","1.1687"
"Yvonne","Watkins","0.99","0.1287"
"Yvonne","Watkins","5.99","0.7787"
"Yvonne","Watkins","0.99","0.1287"
"Yvonne","Watkins","1.99","0.2587"
"Yvonne","Watkins","4.99","0.6487"
"Annette","Olson","7.99","1.0387"
"Annette","Olson","0.99","0.1287"
"Annette","Olson","4.99","0.6487"
"Annette","Olson","0.99","0.1287"
"Annette","Olson","4.99","0.6487"
"Annette","Olson","6.99","0.9087"
"Annette","Olson","6.99","0.9087"
"Annette","Olson","4.99","0.6487"
"Annette","Olson","2.99","0.3887"
"June","Carroll","2.99","0.3887"
"June","Carroll","0.99","0.1287"
"June","Carroll","2.99","0.3887"
"June","Carroll","5.99","0.7787"
"June","Carroll","2.99","0.3887"
"June","Carroll","2.99","0.3887"
"June","Carroll","7.99","1.0387"
"June","Carroll","5.99","0.7787"
"June","Carroll","7.99","1.0387"
"June","Carroll","1.99","0.2587"
"June","Carroll","4.99","0.6487"
"June","Carroll","4.99","0.6487"
"Samantha","Duncan","4.99","0.6487"
"Samantha","Duncan","2.99","0.3887"
"Samantha","Duncan","0.99","0.1287"
"Samantha","Duncan","0.99","0.1287"
"Samantha","Duncan","5.99","0.7787"
"Samantha","Duncan","6.99","0.9087"
"Samantha","Duncan","4.99","0.6487"
"Samantha","Duncan","0.99","0.1287"
